0.00,3206.46,1996.02,2404.47,1951.30,1399.75,724.47,712.55,608.20,599.25,265.34,1249.19,749.81,326.46,705.09,485.96,845.22,629.07,848.20,1399.75,909.32,427.83,2687.70,354.78,1346.09,2344.84,1833.54,737.89,879.50,1109.07,2657.89,175.90
3200.50,0.00,2018.39,5542.36,5089.19,1829.07,3851.93,2871.06,3300.37,2717.52,3465.84,4308.07,3889.19,3063.35,3759.50,3465.84,3890.68,2757.76,3340.62,4539.13,4048.70,3628.32,5827.08,3410.68,2080.99,1036.02,4972.92,3749.07,4018.88,4248.45,5797.27,3029.07
1996.02,2018.39,0.00,4154.53,3701.37,1677.02,2462.61,2085.47,1911.06,1328.20,2076.52,2920.25,2499.88,1674.04,2370.19,2076.52,2501.37,1369.94,2207.70,3149.81,2659.38,2240.50,4437.76,2146.58,691.68,1092.67,3583.60,2623.60,2629.57,2859.13,4407.95,1764.97
2414.91,5557.27,4167.95,0.00,930.19,3814.66,1703.85,2780.12,2762.24,3014.16,2213.66,2066.09,1732.17,2498.39,1797.76,2157.02,1760.50,2800.99,2653.42,1447.45,1517.52,2004.97,573.91,2383.60,3518.01,4516.77,569.44,2252.42,1562.24,1410.19,253.42,2592.30
1961.74,5104.10,3714.78,928.70,0.00,3361.49,1250.68,2326.96,2309.07,2560.99,1760.50,1612.92,1279.01,2045.22,1344.60,1702.36,1307.33,2347.83,2200.25,836.27,1064.35,1551.80,1123.98,1928.94,3064.84,4063.60,357.76,1799.25,1109.07,957.02,1182.11,2139.13
1392.30,1849.94,1684.47,3795.28,3342.11,0.00,2115.28,1062.86,1999.01,1007.70,1656.15,2640.00,2140.62,1717.27,2095.90,1876.77,2236.02,1687.45,1185.09,2790.56,2300.12,1818.63,4078.51,1603.98,1197.02,1077.76,3224.35,1600.99,2270.31,2499.88,4048.70,1222.36
721.49,3851.93,2464.10,1688.94,1235.78,2121.24,0.00,1243.23,1056.89,1319.25,518.76,520.25,137.14,794.53,98.39,451.68,116.27,1095.65,1340.12,685.71,195.28,310.06,1972.17,688.70,1812.67,2811.43,1118.01,1012.17,172.92,421.86,1943.85,897.39
717.02,2875.53,2082.48,2778.63,2325.47,1068.82,1244.72,0.00,1323.73,761.74,919.75,1769.44,1271.55,1041.99,1226.83,1156.77,1365.47,1344.60,131.18,1920.00,1429.57,952.55,3061.86,585.84,1431.06,2431.30,2207.70,545.59,1401.24,1484.72,3033.54,559.01
612.67,3306.34,1918.51,2750.31,2297.14,2012.42,1058.39,1325.22,0.00,1235.78,694.66,1129.94,1097.14,293.66,967.45,672.30,1098.63,550.06,1460.87,1745.59,1255.16,787.08,3033.54,883.98,1267.08,2267.33,2179.38,1267.08,1226.83,1456.40,3003.73,790.06
602.24,2719.01,1329.69,3005.22,2552.05,1018.14,1325.22,763.23,1229.81,0.00,866.09,1849.94,1350.56,927.20,1305.84,1086.71,1445.96,688.70,885.47,2000.50,1510.06,1028.57,3288.45,813.91,679.75,1678.51,2434.29,1301.37,1480.25,1709.81,3258.63,432.30
263.85,3464.35,2076.52,2200.25,1747.08,1663.60,520.25,918.26,688.70,861.61,0.00,1044.97,545.59,406.96,500.87,281.74,640.99,708.07,1013.66,1195.53,705.09,223.60,2483.48,363.73,1425.09,2425.34,1629.32,746.83,675.28,904.84,2453.66,439.75
1274.53,4320.00,2930.68,2058.63,1605.47,2674.29,547.08,1796.27,1128.45,1872.30,1071.80,0.00,682.73,1261.12,564.97,919.75,420.37,1563.73,1893.17,1055.40,556.02,863.11,2343.35,1241.74,2280.75,3279.50,1489.19,1547.33,603.73,809.44,2313.54,1450.43
748.32,3889.19,2499.88,1717.27,1264.10,2148.07,137.14,1270.06,1094.16,1346.09,545.59,655.90,0.00,830.31,231.06,488.94,251.93,1132.92,1366.96,712.55,222.11,336.89,2000.50,715.53,1849.94,2848.70,1146.34,910.81,193.79,423.35,1970.68,924.22
324.97,3061.86,1674.04,2483.48,2030.31,1724.72,793.04,1037.52,287.70,924.22,406.96,1249.19,830.31,0.00,700.62,406.96,831.80,305.59,1173.17,1480.25,989.81,569.44,2768.20,596.27,1022.61,2021.37,1914.04,979.38,960.00,1189.57,2738.39,502.36
703.60,3759.50,2370.19,1779.88,1326.71,2101.86,96.89,1225.34,964.47,1301.37,500.87,551.55,229.57,700.62,0.00,359.25,129.69,1003.23,1322.24,775.16,284.72,292.17,2063.11,670.81,1720.25,2719.01,1208.94,1053.91,263.85,517.27,2033.29,879.50
484.47,3465.84,2076.52,2142.11,1688.94,1884.22,450.19,1153.79,670.81,1083.73,281.74,907.83,488.94,406.96,357.76,0.00,488.94,709.57,1250.68,1137.39,646.96,304.10,2425.34,600.75,1426.58,2425.34,1571.18,983.85,618.63,848.20,2395.53,660.37
842.24,3884.72,2495.40,1742.61,1289.44,2241.99,114.78,1363.98,1089.69,1440.00,639.50,406.96,250.43,825.84,129.69,484.47,0.00,1128.45,1460.87,737.89,238.51,430.81,2025.84,809.44,1845.47,2844.22,1171.68,1120.99,287.70,493.42,1996.02,1018.14
627.58,2757.76,1368.45,2786.09,2332.92,1697.89,1095.65,1340.12,544.10,685.71,709.57,1551.80,1132.92,307.08,1003.23,709.57,1134.41,0.00,1475.78,1782.86,1292.42,872.05,3069.32,898.88,718.51,1717.27,2215.16,1281.99,1262.61,1492.17,3039.50,804.97
848.20,3345.09,2201.74,2656.40,2203.23,1189.57,1344.60,132.67,1454.91,880.99,1019.63,1869.32,1371.43,1173.17,1326.71,1255.16,1465.34,1475.78,0.00,1888.70,1399.75,1052.42,2939.63,684.22,1551.80,2550.56,2085.47,423.35,1353.54,1362.48,2909.81,690.19
1398.26,4540.62,3151.30,1448.94,839.25,2798.01,687.20,1921.49,1745.59,1997.52,1197.02,1049.44,715.53,1481.74,781.12,1140.37,743.85,1784.35,2016.89,0.00,500.87,988.32,1732.17,1366.96,2501.37,3500.12,878.01,1486.21,545.59,664.84,1702.36,1575.65
907.83,4048.70,2660.87,1507.08,1053.91,2307.58,196.77,1429.57,1253.66,1507.08,705.09,544.10,223.60,991.30,289.19,648.45,238.51,1292.42,1398.26,502.36,0.00,497.89,1790.31,875.03,2009.44,3009.69,936.15,995.78,56.65,257.89,1760.50,1083.73
424.84,3625.34,2237.52,1991.55,1538.39,1824.60,311.55,948.07,782.61,1022.61,222.11,836.27,338.39,567.95,293.66,304.10,432.30,869.07,1044.97,986.83,496.40,0.00,2274.78,395.03,1586.09,2586.34,1420.62,776.65,468.07,697.64,2244.97,600.75
2699.63,5840.50,4452.67,573.91,1128.45,4099.38,1988.57,3064.84,3045.47,3298.88,2496.89,2350.81,2016.89,2783.11,2080.99,2440.25,2043.73,3084.22,2938.14,1732.17,1802.24,2289.69,0.00,2666.83,3801.24,4801.49,857.14,2537.14,1846.96,1694.91,554.53,2875.53
357.76,3419.63,2151.06,2374.66,1921.49,1612.92,694.66,584.35,882.48,812.42,371.18,1219.38,721.49,600.75,676.77,606.71,815.40,903.35,681.24,1371.43,880.99,402.48,2657.89,0.00,1501.12,2499.88,1803.73,393.54,851.18,1080.75,2628.07,389.07
1365.47,2082.48,694.66,3523.98,3070.81,1137.39,1833.54,1456.40,1281.99,699.13,1447.45,2289.69,1870.81,1044.97,1741.12,1447.45,1872.30,739.38,1578.63,2520.75,2030.31,1609.94,3807.20,1517.52,0.00,1043.48,2953.04,1993.04,2000.50,2230.06,3778.88,1135.90
2344.84,1037.52,1091.18,4501.86,4048.70,1070.31,2811.43,2434.29,2259.88,1677.02,2425.34,3267.58,2848.70,2022.86,2719.01,2425.34,2850.19,1717.27,2556.52,3498.63,3008.20,2587.83,4786.58,2495.40,1040.50,0.00,3932.42,2970.93,2978.39,3207.95,4756.77,2113.79
1845.47,4986.34,3598.51,572.42,359.25,3245.22,1134.41,2210.68,2191.30,2444.72,1642.73,1496.65,1162.73,1928.94,1226.83,1586.09,1191.06,2230.06,2083.98,878.01,948.07,1435.53,857.14,1812.67,2947.08,3947.33,0.00,1682.98,992.80,840.75,825.84,2021.37
736.40,3753.54,2617.64,2253.91,1800.75,1603.98,1012.17,548.57,1261.12,1296.89,748.32,1539.88,910.81,979.38,1055.40,985.34,1125.47,1281.99,421.86,1486.21,997.27,781.12,2537.14,393.54,1966.21,2964.97,1682.98,0.00,951.06,960.00,2507.33,767.70
876.52,4017.39,2628.07,1548.82,1095.65,2274.78,175.90,1398.26,1222.36,1474.29,673.79,587.33,192.30,958.51,269.81,617.14,280.25,1261.12,1353.54,544.10,55.16,465.09,1832.05,843.73,1978.14,2976.89,977.89,952.55,0.00,262.36,1802.24,1052.42
1103.11,4245.47,2856.15,1410.19,957.02,2502.86,438.26,1487.70,1450.43,1702.36,901.86,804.97,420.37,1186.58,532.17,845.22,499.38,1489.19,1360.99,664.84,260.87,693.17,1693.42,1071.80,2206.21,3204.97,839.25,960.00,260.87,0.00,1665.09,1280.50
2668.32,5809.19,4421.37,253.42,1182.11,4068.07,1957.27,3033.54,3014.16,3267.58,2467.08,2319.50,1985.59,2751.80,2049.69,2408.94,2013.91,3052.92,2906.83,1700.87,1770.93,2258.39,553.04,2635.53,3769.94,4770.19,822.86,2505.84,1815.65,1663.60,0.00,2844.22
174.41,3039.50,1770.93,2577.39,2124.22,1232.80,897.39,553.04,781.12,432.30,439.75,1422.11,924.22,499.38,878.01,658.88,1018.14,801.99,687.20,1572.67,1082.24,602.24,2860.62,384.60,1120.99,2119.75,2006.46,767.70,1053.91,1283.48,2830.81,0.00
