0.00,5845.25,4666.92,6079.35,5199.40,2984.11,2034.51,1217.42,2087.10,1022.49,698.17,3227.70,2023.39,1015.07,1775.45,1426.90,2471.40,2073.70,1671.10,3682.45,2640.30,1244.42,6309.84,592.31,3243.56,5414.62,4842.39,1559.68,2575.45,3145.73,6456.95,292.88
5818.52,0.00,2939.83,9939.78,12981.41,2804.88,9833.11,5275.98,8359.75,5847.55,8619.32,10925.10,9806.30,7312.93,9416.04,8623.52,10154.76,6254.88,4743.79,11465.94,10424.80,8778.98,14092.75,6144.32,4044.86,1617.41,8660.69,5747.05,10358.95,10930.23,14240.86,5483.98
4694.80,2932.12,0.00,11352.81,10472.87,2550.30,7323.08,5496.50,5849.72,3481.52,6109.29,8416.56,7296.86,4947.49,6906.01,6114.09,7644.73,3890.93,5887.76,8955.91,7914.76,6271.03,11583.31,4858.92,1535.42,2272.98,10115.86,5655.90,7848.92,8420.20,11731.42,4198.58
6052.99,9959.44,11375.13,0.00,1994.47,8426.10,4090.32,6402.78,7557.80,6465.08,5463.69,4950.97,4208.15,6536.29,4396.39,5438.52,4231.50,7594.91,6081.52,3602.77,3461.60,4821.51,935.85,5480.20,10035.77,12206.84,1164.47,5509.05,3781.69,3252.99,385.14,5736.36
5177.79,13005.80,10499.93,1993.58,0.00,7550.90,3131.12,5527.58,6682.59,5589.28,4588.49,4075.76,3332.36,5577.08,3521.19,4561.83,3356.29,6635.71,5163.31,1316.39,2586.39,4030.31,2157.48,4603.51,9160.57,11331.64,756.62,4633.85,2906.49,2377.79,2372.19,4861.16
2963.60,2838.80,2558.94,8429.86,7549.91,0.00,5065.94,2421.05,5125.62,1287.16,3736.68,6266.21,5061.32,4053.59,4814.37,4464.82,5502.32,3990.43,2812.31,6712.96,5925.81,3523.34,9347.76,3290.88,1694.12,1925.54,7872.90,3420.45,5613.37,6185.24,9487.88,2630.55
2005.42,9847.35,7342.96,4099.14,3135.20,5060.64,0.00,2354.22,3447.55,3133.01,1368.22,1074.90,323.78,2428.12,318.85,1328.86,320.35,3484.67,2678.83,1619.73,578.58,810.44,4245.64,1385.73,5926.12,8097.18,2778.19,2440.99,531.63,1517.06,4395.25,1641.89
1074.15,5297.65,5492.33,6436.89,5556.94,2436.51,2343.84,0.00,3228.17,2023.60,1648.38,3597.63,2394.81,2156.14,2147.87,2351.52,2721.86,4577.18,325.14,3954.37,2913.23,1520.77,6643.38,900.98,4067.48,6240.04,5175.93,932.38,2946.87,3474.12,6792.99,757.18
2077.93,8321.21,5816.82,7513.83,6633.88,5139.04,3408.10,3364.35,0.00,4641.96,2222.90,4033.91,3375.37,865.97,2984.51,2191.10,3723.24,1951.12,3818.62,5032.93,3991.78,2276.90,7660.33,2506.74,4391.98,6564.53,6192.87,3474.70,3927.43,4498.70,7808.44,2449.30
1034.96,5844.29,3482.41,6501.22,5621.28,1310.06,3173.38,2026.28,4676.34,0.00,1808.05,4337.57,3133.27,2124.95,2886.32,2536.77,3577.70,2717.56,2418.14,4792.32,3751.18,1595.30,7419.72,1362.84,2059.06,4230.12,5952.27,2186.28,3685.33,4256.61,7567.83,701.91
697.87,8586.97,6082.59,5460.36,4580.42,3759.56,1368.52,1656.38,2231.78,1796.45,0.00,2524.71,1320.41,1158.74,1073.46,723.91,1770.76,2216.29,2077.50,2980.05,1938.91,541.44,5606.86,585.89,4657.74,6830.30,4139.40,1636.27,1872.46,2444.34,5754.97,1067.75
3258.38,11018.90,8513.03,5003.44,4123.49,6320.08,1127.25,3667.18,4031.24,4356.97,2584.18,0.00,1447.75,3588.93,1488.85,2491.17,813.67,4647.56,3925.21,2524.03,1464.44,3103.11,5151.43,2533.51,7088.42,9259.48,3683.97,3569.13,1600.16,2407.20,5299.54,2790.27
1984.52,9811.64,7305.76,4204.52,3324.57,5045.63,303.60,2392.73,3403.84,3083.11,1309.73,1377.61,0.00,2382.92,724.61,1285.15,623.06,3440.95,2619.34,1724.21,682.47,2012.55,4351.02,1326.24,5881.81,8052.88,2883.56,2172.86,618.11,1189.99,4499.13,1582.40
1027.23,7293.64,4933.25,6498.83,5534.89,4088.93,2394.00,2313.65,887.90,2127.31,1171.20,3477.33,2359.78,0.00,1968.92,1177.00,2708.24,1066.95,2767.92,4019.42,2978.27,3625.46,6646.22,1456.63,3507.81,5678.87,5179.36,2330.00,2911.83,3483.71,6794.34,1391.19
1746.07,9434.43,6928.55,4409.36,3529.41,4807.28,322.11,2155.87,3027.22,2845.66,1072.87,1409.57,743.89,2005.71,0.00,907.94,638.98,3064.34,2382.48,1929.05,887.31,514.09,4555.85,1088.79,5505.19,7676.26,3088.40,1943.75,841.85,1834.71,4703.97,1344.95
1398.11,8634.20,6128.33,5428.95,4549.00,4459.22,1322.63,2360.40,2226.99,2498.19,723.32,2407.45,1289.90,1205.48,897.55,0.00,1636.87,2264.11,2487.02,2948.05,1906.90,827.74,5574.86,1195.41,4704.97,6876.04,4107.99,2243.78,1841.95,2413.82,5722.97,1767.99
2442.91,10167.19,7661.31,4247.43,3367.48,5497.01,313.52,2731.64,3759.38,3537.92,1770.45,759.90,634.03,2738.47,638.38,1640.70,0.00,3795.25,3013.49,1767.53,707.94,2146.98,4393.92,1798.81,6236.71,8407.77,2927.47,2716.81,844.15,1652.19,4543.04,1941.73
2084.08,6234.11,3872.23,7555.09,6591.14,3995.53,3450.85,4733.50,1969.48,2697.37,2229.05,4534.18,3416.62,1067.26,3025.77,2233.85,3763.84,0.00,5138.77,5076.27,4035.12,2389.30,7701.58,2513.48,2448.87,4619.94,6234.13,3480.85,3968.68,4540.55,7849.70,2447.45
1520.98,4776.15,5878.83,6123.06,5200.12,2823.91,2670.25,328.41,3675.01,2409.51,2072.19,3856.86,2622.63,2602.97,2375.68,2477.84,3004.91,4975.01,0.00,4370.32,3328.29,1944.58,6328.97,1323.30,4454.88,6625.94,4819.11,617.97,2910.92,3050.29,6434.08,1204.01
3647.14,11475.74,8969.86,3601.89,1311.06,6700.83,1601.05,3959.43,5068.53,4747.22,2974.42,2461.70,1718.29,4047.02,1907.12,2949.25,1743.23,5105.65,4282.55,0.00,1056.33,2415.65,3832.39,2990.34,7546.51,9717.57,2364.93,3379.24,1292.43,1533.45,3980.50,3247.10
2606.77,10434.88,7930.50,3461.84,2581.30,5915.46,561.68,2918.57,4027.08,3707.85,1933.57,1406.24,677.44,3007.65,866.27,1908.39,687.77,4064.79,3285.27,1064.94,0.00,1294.28,3691.75,1867.49,6423.65,8596.20,2224.29,2420.31,168.40,949.60,3839.86,2124.24
1208.21,8711.32,6206.94,4806.31,4010.37,3510.91,798.88,1522.23,2300.91,1547.80,534.01,3032.37,2012.85,3577.09,504.90,825.37,2135.42,2341.23,1945.43,2409.41,1286.26,0.00,5036.81,555.23,4820.09,6992.64,3569.36,1502.71,1303.91,2028.19,5184.92,819.69
6291.51,14118.03,11613.65,941.19,2173.82,9352.61,4244.83,6617.29,7710.82,7391.00,5616.71,5105.48,4362.07,6690.80,4549.41,5591.54,4384.52,7747.94,6296.03,3841.29,3700.11,5060.02,0.00,5717.23,10272.80,12445.35,1482.30,5747.56,4105.18,3491.51,856.54,5973.39
576.90,6173.43,4842.03,5489.06,4609.11,3312.28,1397.62,895.93,2504.06,1350.67,601.06,2486.83,1350.01,1432.03,1103.06,1206.71,1810.70,2490.65,1318.54,3009.65,1886.50,573.96,5718.96,0.00,3418.67,5589.74,4168.10,756.50,1902.06,2473.93,5783.07,621.06
3294.98,4043.38,1539.00,10037.58,9157.63,1674.25,5933.34,4098.16,4451.38,2083.78,4711.55,7016.07,5898.53,3549.15,5507.67,4715.75,6245.74,2491.10,4490.02,7558.17,6435.03,4909.20,10267.48,3461.18,0.00,2286.70,8716.62,4256.67,6450.58,7022.46,10333.09,2800.25
5445.48,1618.90,2275.05,12186.59,11306.64,1918.09,8082.35,6247.77,6600.98,4232.78,6860.56,9165.08,8048.13,5698.76,7657.27,6865.36,8394.75,4640.11,6639.03,9707.18,8584.03,7058.81,12418.58,5610.18,2286.69,0.00,10867.12,6405.68,8600.19,9171.46,12482.69,4949.25
4814.56,8675.89,10136.69,1165.67,754.55,7867.66,2767.88,5140.34,6233.87,5914.64,4139.77,3628.53,2885.72,5213.85,3072.47,4115.19,2910.06,6270.99,4776.08,2364.34,2223.16,3583.07,1471.62,4156.28,8711.85,10884.40,0.00,4270.62,2459.26,2014.56,1544.28,4496.44
1520.22,5776.44,5647.57,5549.11,4669.16,3431.74,2470.07,937.74,3447.38,2178.84,1625.89,3540.32,2212.02,2281.34,1933.38,2231.03,2766.97,3433.38,616.48,3421.96,2463.33,1498.28,5779.60,757.69,4222.72,6393.78,4312.15,0.00,2378.56,2519.93,5903.71,1540.38
2541.02,10368.14,7862.26,3773.62,2893.08,5600.64,523.94,2949.23,3960.33,3639.61,1866.23,1539.86,610.69,2938.82,830.01,1841.65,819.49,3997.45,2866.42,1292.71,168.09,1308.05,4088.49,1882.74,6438.31,8609.37,2452.06,2334.95,0.00,832.71,4032.63,2138.90
3106.54,10936.15,8430.27,3254.18,2374.23,6169.24,1478.87,3447.43,4528.34,4207.62,2434.83,2344.58,1178.70,3507.42,1785.53,2409.66,1626.11,4565.46,3016.76,1535.23,951.99,2029.05,3484.08,2450.75,7006.91,9177.97,2017.22,2486.70,827.06,0.00,3609.69,2706.91
6422.89,14251.01,11746.62,375.64,2363.88,9476.99,4377.21,6749.67,7843.20,7523.97,5750.59,5237.86,4495.05,6823.78,4682.39,5724.52,4519.39,7880.32,6386.01,3974.26,3832.49,5192.41,831.32,5765.61,10321.18,12493.73,1535.36,5855.94,4033.59,3599.89,0.00,6105.77
287.83,5510.44,4179.03,5754.09,4874.14,2649.29,1662.66,890.65,2449.85,687.67,1062.41,2751.86,1615.04,1369.82,1366.60,1789.05,1962.49,2427.85,1343.43,3273.19,2150.04,849.06,5984.00,613.62,2755.08,4926.15,4517.13,1557.59,2167.09,2738.96,6132.11,0.00
